,Unnamed: 0,ALAND,AWATER,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME,NAMELSAD,STATEFP,sort_id,index,FNAME,AUDIT_YEAR,REV_TOTAL,REV_INTGOVT,EXP_TOTAL,TOTAL_DEBT,CTY_POP,intensity,pcrev,pcexp,pcintgov,pcdebt,pc_ap,w_rook_i,w_queen_i,w_db_b_i,w_db_c_i,w_kern_i,w_rook_i_ap,w_queen_i_ap,w_db_b_i_ap,w_db_c_i_ap,w_kern_i_ap,w_rook_g,w_queen_g,w_db_b_g,w_db_c_g,w_kern_g,w_rook_g_ap,w_queen_g_ap,w_db_b_g_ap,w_db_c_g_ap,w_kern_g_ap,fipsc,fipscty,year_x,ap,pcap,pcap_mean,pcap_rel,gsp,pcap_rel2,LG_ID,REV_CTF,EXP_DEBT_SERVICE_GEN,EXP_TRANSFER_OUT,ST_SALES_TAX_PAID,EXP_CAPITAL_OUTLAY,EXP_JUDICIAL,db,EXP_HEALTH,EXP_FIRE,EXP_OTHER_PUBLIC_WORKS,REV_FRANCHISE_TAX,POPULATION,EXP_GEN_GOVT,LIABILITIES,EXP_TOTAL_PUBLIC_SAFETY,REV_LODGING_TAX,ALL_OTHER_INTGOVT,REVENUE_DEBT_GEN,EXP_MISC,REV_OTHER_TAX,REV_UNCLASS_TAX,db_temp,GO_DEBT_GEN,OTHER_DEBT_GEN,sorting_id,EXP_SOCIAL_SERVICE,EXP_PRINCIPAL_GEN,REV_MOTOR_VEH_FEE,REV_TRANSFER_IN,EXP_RECREATION,EXP_POLICE,EXP_INTEREST_GEN,NAME_x,NAME_y,EXP_OTHER_PUBLIC_SAFETY,REV_CHARGES,EXP_TOTAL_PUBLIC_WORKS,DFL,REV_TOTAL_TAX,LGTYPE_ID,REV_SALES_USE_TAX,REV_LICENSES,REV_REAL_ESTATE_TRANSFER_TAX,Unnamed: 0.1,REV_MISC,REV_PROPERTY_TAX,REV_SO_TAX,LGID,REV_FINES,ASSETS,SALES_TAX_RATE,REV_OCCUPATION_TAX,REV_CIGARETTE_TAX,REV_INTEREST,EXP_TOTAL_OPERATING,EXP_TRASH,int_temp,EXP_STREET,RETAIL_SALES,REV_SOCIAL_SERVICE,REV_HUT,hh_size,births,deaths,gq_pop,hh_pop,vac_rate,pop,npop_increase,permits,n_migr,cens_pop,hh_num,hu_num,vac_num,year_y,cty,real_resid,real_total,real_non_resid,real_res_val,real_nonres_val,resid,total,non_resid,res_rate,nonres_rate,res_val,nonres_val,AUDIT_YEAR_y,defl,cpi,cpi_growth
180,180,3316112929,34663780,22820.0,H1,87,198159,,A,8087,40.26254,-103.8074974,6,,G4020,Morgan,Morgan County,8,52,1291,Morgan,1990,23086585.76511094,8111536.595256313,22711118.8599847,6018225.022953329,21939,2.0,1052.3080252113105,1035.1938948896802,369.7313731371673,274.31628711214404,3860.88700487716,0.4530420040703978,0.4572534526684791,0.33415968862050005,0.3298076121828837,0.6498882638332032,0.16382840126217216,0.1622318054289722,0.15231833868609254,0.14325697277711327,0.21375923838150634,-1.1626029846818806,-1.1816263633395483,-0.7820794687099341,-0.7955834532360527,-1.653263023433852,-0.418469205009312,-0.4246835659712527,-0.3153230425232676,-0.3151322590957561,-0.5190651155207567,87,87,1990.0,84704.0,3860.88700487716,4271.894678817978,0.9037879665014252,88933,0.9037879665014252,72227.58224942617,54302.800306044366,993591.2433052792,1085908.3014537108,5329952.456006121,2732958.1216526395,163866.84009181333,0.0,409829.57536342775,0.0,0.0,0.0,36005.47436878346,3377383.737566947,4313680.340474369,2482229.4491201225,0.0,1654151.1323641927,0.0,310082.9724560061,81821.82096403977,0.0,,0.0,6018225.022953329,2259,4838936.189747513,344905.168324407,75774.13542463657,0.0,82913.19433817902,1717248.9250191278,648686.0749808722,Morgan County,Morgan,764980.5241009947,1949135.4055087988,6233419.234889057,1.0,11471996.660290742,1,0.0,96139.32670237184,0.0,1520,1414075.248661056,10705711.411629686,684463.427697016,44010,43702.528691660285,15757880.623565415,0.0,0.0,35628.00688599847,1113327.2111706198,17898661.19357307,441287.3871461362,2.0,5792131.847742923,437217.3029839327,4087093.1752104056,2204587.3450650345,2.65,342.0,219.0,456.0,21600.0,11.8,22056.0,123.0,9.0,38.0,21928.0,8139.0,9230.0,1091.0,,,,,,,,,,,,,,,,,,
181,181,6723779313,98113981,22660.0,H1,69,198150,,A,8069,40.663091200000004,-105.48213090000002,6,,G4020,Larimer,Larimer County,8,53,1084,Larimer,1990,99394291.17061974,38461422.234123945,100790932.34506504,563165.0726855394,186136,2.0,533.9874670704203,541.4908042778669,206.6307551152058,3.0255569727808664,6170.235741608288,-0.1316112861088364,-0.13491027082387572,1.9127719300034736,1.8741971348486333,0.8286855642629487,0.13838131887084104,0.13684419495019248,0.0995466075444677,0.0933692364456293,0.1666238071868714,0.1140547898436054,0.11868990883900687,-1.5884959906229337,-1.5939583979575778,-0.736684639336396,-0.3804785595353359,-0.3862645579188355,-0.1872435417124695,-0.18741876075531705,-0.4105607062482796,69,69,1990.0,1148503.0,6170.235741608288,4271.894678817978,1.444379181959508,88933,1.444379181959508,57465.32134659527,354482.99540933437,102866.45371078806,4493525.543228768,55282582.80413161,7209402.440703902,2603772.337413925,0.0,7397231.901300687,0.0,0.0,56193.42004590666,305479.5103289977,13935359.299923487,8153525.749808722,16036080.72302984,0.0,13071544.659525633,0.0,3134952.7850038256,0.0,0.0,,0.0,563165.0726855394,2261,27026320.558530986,71503.82938026014,381173.2287681714,0.0,1917305.0497322115,14411874.25019128,31362.62433052793,Larimer County,Larimer,1624206.4728385615,9573901.42310635,16934115.25248661,1.0,44895604.93496557,1,0.0,1430168.4927314462,0.0,1205,4672840.6503443,41360805.76893649,3478605.745983168,35015,360353.43534812547,27645976.101759754,0.0,0.0,147540.55087987758,2937069.560061209,88985137.90742157,1460991.1744452943,2.0,15473124.078041315,3268980.0,19010148.66105585,5496532.1384850815,2.56,2769.0,1024.0,6524.0,180557.0,9.4,187081.0,1745.0,1210.0,1738.0,187070.0,70472.0,77811.0,7339.0,,,,,,,,,,,,,,,,,,
182,182,3268485084,20052353,,H1,89,198160,,A,8089,37.884169799999995,-103.7212597,6,,G4020,Otero,Otero County,8,54,1314,Otero,1990,14108377.264728384,8726288.343534812,14467872.371843915,217426.1935730681,20185,2.0,698.9535429640023,716.7635557019528,432.31549881272286,10.771671715287,2962.298736685657,0.2808953032795244,0.2828953620879969,0.7423824462712099,0.7283873478428837,1.5493270232705911,0.1620768748415965,0.16048437246887712,0.163670012392181,0.1553045280232575,0.2187305437597845,-0.3086790599658327,-0.3118778710910595,-0.7724139844116916,-0.7777339733157806,-1.730304466498766,-0.38997622770464185,-0.39586931680943416,-0.32989640491884786,-0.3335110614870888,-0.5079736887884828,89,89,1990.0,59794.0,2962.298736685657,4271.894678817978,0.6934390848571476,88933,0.6934390848571476,73872.02754399389,42885.22953328233,0.0,163410.59678653404,4056145.765110941,822754.3840856925,267427.50573833205,0.0,844160.0726855394,0.0,0.0,6497.364192807957,33126.874521805665,2403706.3657230297,918014.0474368784,680695.3175210407,0.0,2114457.9571537874,0.0,229872.77352716145,9961.85921958684,0.0,,0.0,217426.1935730681,2262,7035649.234889057,0.0,58730.657995409325,0.0,81304.8546289212,680695.3175210407,0.0,Otero County,Otero,0.0,426602.2609028309,1938891.266258608,1.0,4182795.952563122,1,1315196.8209640398,0.0,0.0,1555,766173.649579189,2433490.1912777354,417649.7169089518,45012,6517.0581484315235,4991705.485845448,1.6411629686304514,0.0,21116.843917368016,438927.3947972456,13481707.39097169,155016.0482019893,2.0,1783875.2180566182,319790.4514154553,5170966.434583015,1318131.220351951,2.6,296.0,230.0,493.0,19717.0,13.1,20210.0,66.0,2.0,-324.0,20123.0,7593.0,8739.0,1146.0,,,,,,,,,,,,,,,,,,
183,183,2514071663,6469378,,H1,97,198164,,A,8097,39.2175333,-106.9159433,6,,G4020,Pitkin,Pitkin County,8,55,1406,Pitkin,1990,26226284.79342005,2620216.7903596023,30822191.00612089,8705340.539403213,12661,2.0,2071.4228570744845,2434.419951514169,206.95180399333404,687.5713244927899,16473.501303214598,-0.9901987073295612,-1.0045270724977329,-0.15395425217123773,-0.15680083901395336,-0.22056930277449327,0.0698431746947397,0.06846623002191983,0.06248232506572576,0.057955388925543826,0.09319064817980473,-0.9079432849465132,-0.9222474146176938,-0.12882336367195527,-0.13310254123353552,-0.19714171949178935,-0.3609115014335719,-0.3664768719399609,-0.25127402977089475,-0.2455362248137819,-0.4389748494282276,97,97,1990.0,208571.0,16473.501303214598,4271.894678817978,3.856251743494007,88933,3.856251743494007,80433.39709257842,46525.328997704666,1231106.9127773526,4564041.392501913,16550545.92578424,8083520.302218823,302538.54628921195,0.0,973221.128538638,0.0,0.0,0.0,20778.764345830143,4865114.380260138,5260705.225707728,4395787.72379495,0.0,1437442.1270084162,0.0,9861.748278500385,30981.874521805665,0.0,,2839211.9357306813,5866128.603672532,2263,341588.3779648049,766057.1270084162,57880.53557765876,0.0,952667.2035195105,3963669.5141545525,465049.7857689365,Pitkin County,Pitkin,432118.2096403978,2165286.4154552408,5102743.289977047,1.0,17953715.646518745,1,11948498.481254784,421043.6419280796,0.0,1695,3041723.240244836,5630272.1499617435,343963.1407804132,49010,24299.058913542467,19365071.48814078,4.9234889058913565,0.0,70079.2999234889,1325168.5271614385,16943522.3986228,433844.71308339713,2.0,4668898.57689365,783545.3596021424,242918.37796480488,765371.1208875288,2.14,132.0,26.0,120.0,12571.0,40.3,12691.0,106.0,153.0,170.0,12713.0,5877.0,9837.0,3960.0,,,,,,,,,,,,,,,,,,
184,184,6676208280,22780444,,H1,73,198152,,A,8073,38.993740100000004,-103.5075545,6,,G4020,Lincoln,Lincoln County,8,56,1130,Lincoln,1990,9545371.44605968,4425648.684009181,7378420.891354246,725.3940321346594,4529,2.0,2107.6112709339104,1629.150119530635,977.1801024528993,0.16016648976256556,3066.239788032678,-0.006428497301369029,-0.21226753989267044,-0.9293091710168404,-0.9132089044672208,0.5575540141263976,0.16885955392404636,0.15813796405930292,0.16873684817353232,0.15876526354021142,0.23023044733219405,-0.0024118263703627103,-0.17978057097889416,-0.7503529031018705,-0.7529833238670169,0.4887476515399463,-0.4160558597501082,-0.390029459453816,-0.3460992856225241,-0.3457817930893253,-0.5501167650863228,73,73,1990.0,13887.0,3066.239788032678,4271.894678817978,0.7177704551651302,88933,0.7177704551651302,60736.15914307576,11115.596786534048,0.0,309190.17980107124,1521435.2065799541,1585250.1874521803,127135.97169089518,0.0,111643.39326702373,0.0,0.0,0.0,7432.827084927315,1136616.9548584544,413226.7827084927,551184.5830145371,0.0,1557081.2662586074,0.0,116008.88676358073,31909.131599081866,0.0,,0.0,725.3940321346594,2265,1230711.3925019128,0.0,23627.823259372606,0.0,193169.80489671003,538347.4062739097,0.0,Lincoln County,Lincoln,12837.17674062739,269953.25554705434,2017509.537107881,1.0,4247823.752869166,1,918350.4858454476,0.0,0.0,1275,601945.753634277,3018438.4200459067,279125.71537872986,37008,0.0,7638671.591430757,3.2823259372609037,0.0,3822.2685539403215,483965.8301453711,5483980.524100995,0.0,2.0,2017509.537107881,137115.88370313696,1012892.960979342,1817108.768171385,2.54,60.0,53.0,105.0,4609.0,17.6,4714.0,7.0,-50.0,158.0,4516.0,1817.0,2204.0,387.0,,,,,,,,,,,,,,,,,,
185,185,2039409780,33430387,,H1,25,198128,,A,8025,38.306180100000006,-103.7727363,6,,G4020,Crowley,Crowley County,8,57,558,Crowley,1990,3695012.7773527163,2203584.5944912015,3859217.6970160673,403773.68400918134,3946,2.0,936.3945203630808,978.0075258530327,558.4350214118605,102.32480588169823,632.7927014698429,-0.26193510811036497,0.053825864625817836,0.1755299944576103,0.2709175078301148,0.4373586189208189,0.16879916272157272,0.16579456981289928,0.14292716181729598,0.14021306339289796,0.24419428601473675,0.5453804499646745,-0.050916155168543344,-0.2629245553853901,-0.4446168149148908,-0.7461830281276244,-0.3631114306849634,-0.36441281305392015,-0.2394560912025345,-0.2543789219642261,-0.5212982729833336,25,25,1990.0,2497.0,632.7927014698429,4271.894678817978,0.1481292843214325,88933,0.1481292843214325,21336.759755164498,8737.551644988524,57977.36419280796,0.0,268418.7681713849,630268.9441469014,62205.0,0.0,105278.96327467482,18870.09181331293,0.0,0.0,6476.02907421576,536067.830910482,326041.64116296865,406816.4001530222,0.0,456496.0443764346,0.0,124124.4376434583,0.0,0.0,,0.0,403773.68400918134,2266,1368608.4697781177,52187.34123947973,11282.995409334353,0.0,17883.75286916603,339701.0405508799,5790.022953328233,Crowley County,Crowley,48245.267788829384,119104.12012241775,549986.5340474369,1.0,1285757.6396327468,1,283924.47589900537,0.0,0.0,435,86566.42310635043,883679.2769701607,118153.88676358073,13001,0.0,1069724.7934200459,3.2823259372609037,0.0,961.7214996174446,43974.961744452936,3170971.388676358,0.0,2.0,549986.5340474369,20291.3389441469,1236736.101759755,489370.1798010712,2.49,49.0,27.0,1031.0,2898.0,17.7,3929.0,22.0,1.0,6.0,3927.0,1165.0,1415.0,250.0,,,,,,,,,,,,,,,,,,
186,186,1003640124,2035929,,H1,111,198171,,A,8111,37.7810745,-107.67025659999999,6,,G4020,San Juan,San Juan County,8,58,237,San Juan,1990,1583464.602142311,650624.2884468248,1505103.9938791124,141871.973986228,745,2.0,2125.45584180176,2020.2738172873992,873.3211925460735,190.4321798472859,22910.06711409396,2.9841143347692003,2.2077947792677395,3.3126269172879916,3.19703582566922,3.287626977235193,0.20764526863956093,0.1758550506843161,0.02288900102326521,0.020875282383113862,0.15703960629171668,2.5627258737224867,1.9118872739221442,2.6385587927846443,2.605292360340935,2.7900834403383654,2.6131717919633655,2.131489235948904,-0.31322146462524497,-0.31281739132461084,1.416979853432341,111,111,1990.0,1165.0,1563.7583892617454,4271.894678817978,0.3660573368101933,88933,0.3660573368101933,91906.76740627392,192.0160673297628,51136.99693955624,32181.564651874527,399467.272379495,160853.6648814078,0.0,0.0,70276.23947972457,0.0,0.0,0.0,1222.6664116296865,480667.0925784239,338852.559296098,245645.9908186687,0.0,336645.19510329,0.0,9922.47130833971,169.0397857689365,0.0,,0.0,141871.973986228,2267,86553.29380260137,44588.756694720745,0.0,0.0,0.0,245645.9908186687,6548.2402448355015,San Juan County,San Juan,0.0,111695.9104820199,367866.6794185157,1.0,625309.3496556999,1,32186.48814078041,794.3228768171385,0.0,1940,195040.7306809488,563637.727620505,29316.09410864576,56001,0.0,1279426.0328997704,1.6411629686304514,0.0,1708.4506503443,67819.41851568478,1260931.767406274,41029.07421576128,2.0,326837.60520275444,17834517.980107114,89760.12624330528,222318.50038255547,2.56,16.0,3.0,0.0,736.0,40.3,736.0,13.0,2.0,-23.0,748.0,287.0,481.0,194.0,,,,,,,,,,,,,,,,,,
187,187,3970604102,2235391,15860.0,H1,43,198137,,A,8043,38.4556576,-105.42143829999999,6,,G4020,Fremont,Fremont County,8,59,785,Fremont,1990,18621158.573068094,9331601.76358072,19342047.612853866,8034922.184391738,32273,2.0,576.9887699646172,599.3259880659953,289.1457801747814,248.96731584890583,2741.920490812754,0.8589160744205989,0.868341365461875,0.0022111596987044978,-0.0022087549745359995,1.304110791756043,0.16401829189672482,0.1624212522735831,0.16698596787207468,0.15712042678710855,0.2298286654549912,-0.8164416360039551,-0.8290500946895701,0.003277335463529269,0.004881744364768102,-1.2213207699791349,-0.3915692531304684,-0.3974803043538406,-0.3346838718620921,-0.33442616690085164,-0.5382619602467079,43,43,1990.0,88490.0,2741.920490812754,4271.894678817978,0.641851144975193,88933,0.641851144975193,36126.92042846213,60516.24330527928,818203.4391736801,145507.14996174446,4894981.905126243,748194.7092578424,590153.9977046672,0.0,402367.207345065,9737.019892884467,0.0,0.0,52965.25248661057,4088686.7444529454,7849055.554705433,2196048.3741392503,0.0,1255926.220351951,0.0,182699.18515684773,21515.64651874522,0.0,,0.0,8034922.184391738,2268,7175356.514919664,262586.07498087216,113519.24254016831,0.0,31474.2234123948,2112624.7781178267,555617.3641928079,Fremont County,Fremont,73686.57612853864,1614105.1147666413,2963356.067329763,1.0,6194956.939556235,1,2931297.5899005355,187374.8584544759,0.0,750,1293119.896710023,2900863.8638102524,341279.83932670235,22013,0.0,14201368.840856925,2.4617444529456773,0.0,19263.97092578424,377959.831675593,17630142.314460598,363095.81866870704,2.0,2600260.248661056,321063.9938791125,6213308.423871461,1669067.662586075,2.42,312.0,429.0,3903.0,28297.0,14.4,32200.0,-117.0,127.0,203.0,32235.0,11713.0,13683.0,1970.0,,,,,,,,,,,,,,,,,,
188,188,1979243247,25485250,19740.0,H1,59,198145,216.0,A,8059,39.5765715,-105.25124869999999,6,,G4020,Jefferson,Jefferson County,8,60,969,Jefferson,1990,276993605.07268554,59539359.10099465,255886703.3205815,171908497.6090283,438430,2.0,631.7852452448179,583.6432345427583,135.80128891954166,392.1002157904987,7570.072759619552,0.9538488354082684,0.9644936289865264,0.522620810017361,0.5004666299724766,1.0750500271050112,0.11324540251576222,0.11176702328719193,0.10420853597174697,0.0957967714893924,0.15749836855201435,-0.9758574009060454,-0.9914200870871224,-0.4891420292874332,-0.4812913068305786,-1.0823393262370145,-0.3033178603765242,-0.3082338352151849,-0.22672068374571902,-0.21873318488229185,-0.41530841073021263,59,59,1990.0,3318947.0,7570.072759619552,4271.894678817978,1.772064465248982,88933,1.772064465248982,49312.02371843917,598072.6090283091,19990518.695485845,17463201.57612854,136011172.59755164,27575289.571537875,8021382.589900535,0.0,8983035.160673298,61162.861514919656,0.0,0.0,719535.0803366489,43104045.791889824,31728989.345830146,32573766.49579189,0.0,16412522.478959447,0.0,5439019.2234123945,417634.94644223416,0.0,,0.0,171908497.6090283,2269,44817802.3221117,6697083.879112473,869127.0849273144,0.0,17266014.204284623,30588691.26243305,13293434.816373374,Jefferson County,Jefferson,1923912.3718439173,18548238.42004591,30652627.68936496,1.0,160744681.81331292,1,26312312.91507269,3145636.7559296093,0.0,1030,34460283.328232594,123635315.27926552,10379418.672532516,30047,555405.6541698546,303289357.0122418,0.8205814843152257,0.0,756408.7299158378,28819287.81943382,190857693.47742924,161887.59755164498,2.0,30490740.091813315,8199850.856924253,31011966.88599847,9891261.312165264,2.6,6711.0,2419.0,6482.0,433403.0,6.8,439885.0,4292.0,1734.0,-312.0,439688.0,166545.0,178611.0,12066.0,,,,,,,,,,,,,,,,,,
189,189,2066605764,19528578,19740.0,H1,5,198118,216.0,A,8005,39.6446318,-104.3317329,6,,G4020,Arapahoe,Arapahoe County,8,61,98,Arapahoe,1990,164443124.6212701,47220299.15072686,182468060.1759756,49702620.50497322,391511,2.0,420.0217225602093,466.0611328314545,120.61040213615163,126.95076384820152,9905.606739018827,0.3595033639441476,0.3625132188273405,0.6566683027023283,0.9264137778013224,1.8503897070098847,0.1086629693255152,0.1071952996180512,0.09391178037646608,0.08911702597939966,0.13867912919035216,-0.29393691910502856,-0.29686253492927805,-0.4799710753509798,-0.6923373561274813,-1.4403852932268415,-0.3487066651874883,-0.35413442036624626,-0.23165679496984184,-0.2372235274692233,-0.4055059393394125,5,5,1990.0,3878154.0,9905.606739018827,4271.894678817978,2.3187853361964628,88933,2.3187853361964628,4925.130068859985,406808.19433817896,13380377.065799542,10150241.752104057,155152200.72302985,23821352.47895945,11910398.882938026,0.0,461076.53022188216,0.0,0.0,0.0,642533.3550114767,30591658.48508033,23345751.65646519,33183727.68936496,0.0,12117364.303749045,9937241.775057383,5645022.922723795,0.0,0.0,,0.0,39765378.72991584,2906,44631131.52257077,10322915.07268554,632103.7643458302,0.0,0.0,31490607.142310634,3057461.993114002,Arapahoe County,Arapahoe,1693120.5470543231,16552764.778117828,8693072.8462127,1.0,86675740.97169091,1,0.0,688275.8492731446,0.0,85,13306043.871461362,81037468.15225708,5638272.819433818,3001,0.0,96743986.93955624,0.0,0.0,699334.0053557765,11223934.87758225,135116088.87911248,0.0,2.0,8693072.8462127,9944000.084162204,25682043.970925786,7682644.912012243,2.52,6163.0,1829.0,3112.0,390172.0,8.3,393284.0,4334.0,637.0,-552.0,393898.0,154710.0,168665.0,13955.0,,,,,,,,,,,,,,,,,,
190,190,85415592,1464123,19740.0,H6,14,1945881,216.0,C,8014,39.953382500000004,-105.052125,6,,G4020,Broomfield,Broomfield County,8,62,1452,Broomfield,1990,19525928.435348127,2204021.143840857,22828184.65570008,28126653.04131599,24638,2.0,792.5127216230266,926.5437395770794,89.45617111132627,1141.5964380759801,,1.4291154259287926,1.4458654755519869,0.5939550865086196,0.3932631101726992,1.2960307986722186,0.05135356829016882,0.050019835339553176,0.04640284641850575,0.04309620513539949,0.06999270125303933,-1.911101424248832,-1.9439956686382367,-0.7218471391931711,-0.4840174528911997,-1.698182546086306,-0.34449603702968257,-0.3498763153753404,-0.23038797958117585,-0.20163937031604887,-0.3738626765535816,14,14,,,,4271.894678817978,,88933,1.0,105083.66488140779,173782.7467482785,1924806.805661821,72189.83550114768,5283615.860749809,8248965.941086457,210666.24330527926,0.0,90135.95256312164,0.0,0.0,926457.830910482,40434.97322111706,3403926.266258608,6877741.457536343,4033574.8508033664,0.0,975643.4850803369,14450439.938791124,246174.4452945677,12920.876052027545,0.0,,12390780.413159907,1285432.6893649579,2932,0.0,748634.5409334353,129285.89517980107,949898.5615914308,3026572.023718438,3713269.074215762,1176172.2647283857,"Broomfield, City and County of",Broomfield,320305.7765876052,716420.1530221881,1571172.2915072688,1.0,13662553.703136954,70,8332502.777352716,303974.5638867636,0.0,2220,1543835.4399387909,4102740.022953328,287932.1958684009,64030,145224.86993114,31618763.91736801,5.74407039020658,0.0,127208.18286151493,888286.0214231062,12582222.073450653,0.0,2.0,1571172.2915072688,366092582.2494262,0.0,798100.8339709258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
