,ALAND,AWATER,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME,NAMELSAD,STATEFP,sort_id,index,FNAME,AUDIT_YEAR,REV_TOTAL,REV_INTGOVT,EXP_TOTAL,TOTAL_DEBT,CTY_POP,intensity,pcrev,pcexp,pcintgov,pcdebt,pc_ap,w_rook_i,w_queen_i,w_db_b_i,w_db_c_i,w_kern_i,w_rook_i_ap,w_queen_i_ap,w_db_b_i_ap,w_db_c_i_ap,w_kern_i_ap,w_rook_g,w_queen_g,w_db_b_g,w_db_c_g,w_kern_g,w_rook_g_ap,w_queen_g_ap,w_db_b_g_ap,w_db_c_g_ap,w_kern_g_ap,fipsc,fipscty,year,ap,pcap,pcap_mean,pcap_rel,gsp,pcap_rel2,LG_ID,REV_CTF,EXP_DEBT_SERVICE_GEN,EXP_TRANSFER_OUT,ST_SALES_TAX_PAID,EXP_CAPITAL_OUTLAY,EXP_JUDICIAL,db,EXP_HEALTH,EXP_FIRE,EXP_OTHER_PUBLIC_WORKS,REV_FRANCHISE_TAX,POPULATION,EXP_GEN_GOVT,LIABILITIES,EXP_TOTAL_PUBLIC_SAFETY,REV_LODGING_TAX,ALL_OTHER_INTGOVT,REVENUE_DEBT_GEN,EXP_MISC,REV_OTHER_TAX,REV_UNCLASS_TAX,db_temp,GO_DEBT_GEN,OTHER_DEBT_GEN,sorting_id,EXP_SOCIAL_SERVICE,EXP_PRINCIPAL_GEN,REV_MOTOR_VEH_FEE,REV_TRANSFER_IN,EXP_RECREATION,EXP_POLICE,EXP_INTEREST_GEN,NAME_x,NAME_y,EXP_OTHER_PUBLIC_SAFETY,REV_CHARGES,EXP_TOTAL_PUBLIC_WORKS,DFL,REV_TOTAL_TAX,LGTYPE_ID,REV_SALES_USE_TAX,REV_LICENSES,REV_REAL_ESTATE_TRANSFER_TAX,Unnamed: 0,REV_MISC,REV_PROPERTY_TAX,REV_SO_TAX,LGID,REV_FINES,ASSETS,SALES_TAX_RATE,REV_OCCUPATION_TAX,REV_CIGARETTE_TAX,REV_INTEREST,EXP_TOTAL_OPERATING,EXP_TRASH,int_temp,EXP_STREET,RETAIL_SALES,REV_SOCIAL_SERVICE,REV_HUT
0,2893573835,15324680,,H1,053,00198142,,A,08053,+37.8116669,-107.3833350,06,,G4020,Hinsdale,Hinsdale County,08,0,902,Hinsdale,1992,2150077.3663578043,1052780.677120456,2389005.598717035,0.0,457,3.0,4704.764477807012,5227.5833669957,2303.6776304605164,0.0,3010.940919037199,5.455210242191656,5.562845631637924,9.367608549028946,11.182244660206461,12.774819169791156,0.14306887728976955,0.14062957921928676,0.11349151957837943,0.08948872279623979,-0.12972552524930592,1.4777266930007953,1.498430385993681,2.1956188889559694,2.6608731194055912,3.2274712281549074,-0.3074276683320949,-0.31187100883869984,-0.16908739760345642,-0.1281566425996177,0.6391342886706529,053,53,1992.0,1376.0,3010.940919037199,5047.937063664022,0.5964695837256975,97058,0.5964695837256975,41280.93014967925,2472.1774768353525,161991.07270135422,0.0,253989.0983606557,253018.2679971489,22145.63435495367,0.0,76348.54597291518,0.0,0.0,0.0,698.6920883820384,506874.35495367064,468719.9572344975,227996.83535281534,0.0,411613.7277263007,0.0,1981.4112615823235,2975.174625801853,0.0,,0.0,0.0,2169,3169.3406985032066,150087.31646471846,3291.650035637919,0.0,49902.209550962216,225723.41054882391,11903.75623663578,Hinsdale County,Hinsdale,2273.4248039914464,156780.69493941552,1085577.9258731292,1.0,666121.1119030648,1,243461.32216678548,11568.934426229507,0.0,927,262734.2159657876,393764.2088382038,25920.406272273696,27001,91.73200285103347,1641495.2672843903,6.115466856735567,0.0,1683.2822523164646,62704.93941553812,1973996.2580185316,73910.00356379186,3.0,1011667.9223093372,11501.664290805415,0.0,633719.8396293656
1,2957922894,16953424,,H1,029,00198130,,A,08029,+38.8617559,-107.8647570,06,,G4020,Delta,Delta County,08,1,626,Delta,1992,15551000.794725586,8120230.028510334,15280718.563791873,2900387.0527441194,22809,3.0,681.7923098218066,669.9425035640262,356.0099096194631,127.15976381008021,2193.520101714236,0.9968137768857575,1.016675649369906,0.9246028685550659,0.9076704935369154,0.49657661336614206,0.172265052641404,0.16969170461837288,0.16718394843466775,0.154007852506518,-0.4083183216059363,-1.1535542700870103,-1.1691709795029603,-0.9753608187820407,-0.9782433464010641,-0.5473329368353816,-0.38966597589120566,-0.3957076560740213,-0.2979918137543081,-0.2971184762442154,1.4955963951025872,029,29,1992.0,50032.0,2193.520101714236,5047.937063664022,0.43453792589919477,97058,0.43453792589919477,22942.17391304348,117978.05773342836,528890.0356379186,88007.68353528153,4443635.816108339,1078485.51318603,259797.26300784032,0.0,673695.1176051318,0.0,0.0,0.0,34871.92088382038,2409727.858161083,1832323.823948681,1811016.0085531003,0.0,1847580.3848895226,2813114.7540983604,91354.37277263007,60971.20456165358,0.0,,0.0,87272.29864575907,2170,4705808.937990021,206397.00641482536,109561.64647184603,0.0,207039.13043478262,1437527.630078403,322493.02922309336,Delta County,Delta,373488.378474697,1078797.4019957234,3426896.642908054,1.0,5713264.832501781,1,2854696.8709907336,84260.43121881681,0.0,507,554448.1004989308,2457637.954383464,339958.8025659301,15006,0.0,8625259.041339984,3.0577334283677833,0.0,17040.748396293653,263030.81610833923,13585335.331432642,330375.8660014255,3.0,3096520.776906628,308424.3977191732,4234762.045616536,1793307.1454027083
2,388229141,941898,19740,H1,047,00198139,216,A,08047,+39.8610823,-105.5289473,06,,G4020,Gilpin,Gilpin County,08,2,833,Gilpin,1992,5350039.736279401,1118318.606557377,5432505.277975766,638173.4283677832,3237,3.0,1652.7771814270625,1678.2530979226958,345.4799525972743,197.14965349638035,14646.895273401296,-0.24565869379308775,-0.250257673843868,-0.0180601789679327,-0.122514587590282,-0.16516727388253394,0.09902517203149139,0.09678809416721078,0.08636869543598151,0.0800929696306392,0.12470615007448257,-0.7401896661058508,-0.7501005733027378,-0.1036162799031133,-0.3621384826047974,-0.5387717567571549,-0.3436110395605124,-0.3487576206805245,-0.20850284086048598,-0.2181533155150562,-0.4198775852426477,047,47,1992.0,47412.0,14646.895273401296,5047.937063664022,2.901560595680231,97058,2.901560595680231,36700.44547398431,26119.158945117597,131112.55167498215,29942.85459729152,792758.6707056307,1003688.7669280112,38353.1503920171,0.0,60992.608695652176,1872.861724875267,0.0,0.0,4948.941553813257,1848231.6821097643,204751.94583036352,882608.6386315038,0.0,181216.57163221663,0.0,3363.506771204561,1228730.3029223091,0.0,,0.0,638173.4283677832,2171,514090.6058446186,131112.55167498215,30091.15466856736,0.0,56742.35923022095,778119.77191732,0.0,Gilpin County,Gilpin,102616.0049893086,334997.6300784034,863378.5531004989,1.0,3235251.671418389,1,0.0,121552.54811119028,0.0,822,504859.3086243762,1826214.4725588025,180306.89593727727,24005,35059.971489665,1764968.0719885956,0.0,0.0,911.2045616535993,86157.75481111903,4267761.104775481,0.0,3.0,863378.5531004989,53839.041339985735,408401.5787598004,471578.9379900213
3,3177803460,8828904,,H1,023,00198127,,A,08023,+37.2775474,-105.4289399,06,,G4020,Costilla,Costilla County,08,3,516,Costilla,1992,7743135.053456877,5290418.521026371,7695992.4483250175,112912.92230933713,3191,3.0,2426.554388422713,2411.780773527113,1657.918684119828,35.3848079941514,837.9818238796615,-0.9995527740935302,-1.0189938471164866,-0.4447946854886233,-0.5556449347557435,0.039494214697589944,0.198731096092576,0.19603623311677998,0.1837560492827116,0.168577092993402,-0.2423843773091505,-0.7328337571069691,-0.7426431283680628,-0.28989221676418186,-0.37303695384557894,0.04851122115824363,-0.44735224310354255,-0.45451508266323,-0.3204153980360759,-0.3171963791059492,0.9133068188245679,023,23,1992.0,2674.0,837.9818238796615,5047.937063664022,0.1660048081644299,97058,0.1660048081644299,18350.98717034925,17152.355666429077,62885.34568781182,0.0,345115.6699928724,683886.5431218816,41579.05915894512,0.0,988442.9080541695,0.0,0.0,0.0,4878.613684960797,1573702.2594440484,515066.0228082679,517088.7134711332,0.0,1544851.015680684,0.0,56875.37063435495,102138.99857448324,0.0,,0.0,112912.92230933713,2174,1763495.7733428366,50619.24803991446,18610.89451176051,0.0,85718.97006414825,508748.7455452601,12266.097647897359,Costilla County,Costilla,8339.967925873127,224650.14611546684,1922317.5053456875,1.0,2033799.4084105485,1,57511.37918745544,1255.199572344975,0.0,402,192988.84533143265,1785146.0548823946,89002.97576621524,12003,22.933000712758368,1370509.7576621524,1.5288667141838914,0.0,4750.188880969351,67947.42337847469,6949220.5595153235,0.0,3.0,1922317.5053456875,14247.508909479686,1432922.6835352813,2272131.382751247
4,4179563675,18750018,,H1,057,00198144,,A,08057,+40.6634319,-106.3292476,06,,G4020,Jackson,Jackson County,08,4,948,Jackson,1992,3351476.119030648,1974957.9151817528,3972799.9073414113,21404.13399857448,1528,3.0,2193.374423449377,2599.999939359562,1292.511724595388,14.007941098543508,4099.476439790576,-0.24516576966882755,-0.24975504540454332,0.5503487198758319,0.5598263638835234,0.9618242325813096,0.16472178835703394,0.16218307412446342,0.1608474931789177,0.14751713387591064,0.2226508088208923,-0.23524883655630127,-0.23818988596180696,0.4774705916872405,0.4977884544415168,0.887916667015653,-0.3990439228167367,-0.4052678677505833,-0.30799655480444516,-0.305496281731753,-0.5455010436372449,057,57,1992.0,6264.0,4099.476439790576,5047.937063664022,0.812109261286033,97058,0.812109261286033,44338.66357804704,7378.31076265146,0.0,16572.915181753382,323702.3627940128,1074352.9864575907,54155.516749821814,0.0,89886.66072701351,46460.730577334274,0.0,0.0,2336.108339272986,887043.8809693513,51285.833927298634,311855.1746258018,0.0,737713.3535281537,0.0,75347.13827512473,2025.748396293656,0.0,,0.0,21404.13399857448,2176,241512.01710620095,0.0,9975.855310049892,0.0,204816.15823235922,241866.71418389163,0.0,Jackson County,Jackson,23527.729864575907,141810.03207412685,1017257.4590163932,1.0,845999.9251603704,1,212605.73414112613,8286.457590876691,0.0,997,379619.1339985745,547990.167498218,83378.27512473271,29001,802.655024946543,6107584.019957234,4.586600142551673,0.0,2458.417676407697,238006.32573057731,2881874.0057020667,40433.937990021375,3.0,976823.521026372,26811.73556664291,180027.1133285816,1037404.8645759086
5,2624702134,4013482,,H1,015,00198123,,A,08015,+38.7382441,-106.3169553,06,,G4020,Chaffee,Chaffee County,08,5,332,Chaffee,1992,8985404.999999998,3994269.782608695,9058616.31147541,2475.2352102637196,13365,3.0,672.3086419753085,677.7864804695405,298.8604401502952,0.18520278415740513,3153.0864197530864,-0.07551487150649781,-0.0767641894561874,0.043083778242549775,0.06737478042123307,0.24957152430457516,0.16621944948258144,0.1636738589588394,0.17628996391117546,0.16163415173959655,0.22430431565233114,0.10284329484768207,0.10456903794214702,-0.03573065709583448,-0.06156576768422697,-0.26340670916654463,-0.3866703546565531,-0.3926538135503325,-0.3350928053182457,-0.33176726694453723,-0.5270840323051351,015,15,1992.0,42141.0,3153.0864197530864,5047.937063664022,0.6246287106964112,97058,0.6246287106964112,12235.520313613684,62338.011404133984,3016.4540270848183,90973.68496079829,3665315.7626514607,1176021.0940841057,256001.08695652173,0.0,485545.1354240912,4302.23093371347,0.0,0.0,20433.30363506771,2472510.7697790447,476521.7640769778,1189280.9550962222,0.0,1081495.8517462579,0.0,112102.62295081967,183303.47469707765,0.0,,0.0,2475.2352102637196,2177,1625150.1532430502,2884.971489665003,49492.473271560935,0.0,93797.50178189592,973005.9408410549,131.48253741981466,Chaffee County,Chaffee,211972.783321454,815072.4803991446,1554216.8531717747,1.0,3556361.0762651456,1,1451184.996436208,186006.51104775482,0.0,262,433695.1496792587,1703691.0940841052,218181.51104775482,8003,0.0,7271598.923734852,3.0577334283677833,0.0,18303.592302209552,226206.53243050602,7788605.078403422,149255.61297220242,3.0,1404961.2401995722,240704.77548111184,1335671.471846044,1446968.3820384888
6,4793688729,442148,19740,H1,039,00198136,216,A,08039,+39.3105817,-104.1177288,06,,G4020,Elbert,Elbert County,08,6,741,Elbert,1992,8798380.263720598,2886741.917320028,9164280.876692802,3633799.7042052737,10440,3.0,842.7567302414366,877.8046816755557,276.5078464865927,348.0651057667887,1317.816091954023,1.0054500429761846,1.0254819396952968,0.7894514206798519,0.8581557455264639,0.993531898804575,0.1698234683671456,0.16726133051983666,0.15427869102488698,0.13828284864993212,0.22123735396276986,-1.5185004356470735,-1.5391546122801876,-1.0844244889359553,-1.207270333989934,-1.4465147337691473,-0.36776374122599725,-0.37337974131273455,-0.25576632460315984,-0.2453920728591942,-0.47666810426167144,039,39,1992.0,13758.0,1317.816091954023,5047.937063664022,0.2610603253039554,97058,0.2610603253039554,30578.86315039201,49076.62152530292,533537.7904490377,68503.93086243763,593915.7947255879,860403.378474697,180811.42195295796,0.0,82919.61511047753,0.0,0.0,0.0,15961.36849607983,2246712.4447612255,1421601.4255167497,929356.7961511045,0.0,596187.6906628652,0.0,78193.88809693513,17244.08766928011,0.0,,0.0,3633799.7042052737,2179,777165.7590876692,254403.42124019953,81698.0506058446,0.0,344128.02209550963,869868.5923022096,279134.3692088381,Elbert County,Elbert,59488.203848895224,780747.893799002,3062547.829650748,1.0,4563352.195295794,1,0.0,240927.9900213827,0.0,682,326610.2672843906,4140138.955808981,405969.1518175338,20001,0.0,4850776.0798289385,0.0,0.0,3407.843905915894,187856.4397719173,7701835.776906627,0.0,3.0,3062547.829650748,42869.422665716316,614923.9522451889,1541447.758374911
7,1442738671,4944573,17820,H1,119,00198175,,A,08119,+38.8719937,-105.1825519,06,,G4020,Teller,Teller County,08,7,425,Teller,1992,11963599.137562364,5305191.960085532,12920353.225231646,837439.8004276549,13355,3.0,895.814237181757,967.4543785272666,397.24387570838877,62.70608763965967,2806.5144140771245,0.9617463968528409,0.9809178894436605,0.7753915673965142,0.7685440434707763,0.7700086087188236,0.17464137451992187,0.17205711596387682,0.16532759911613396,0.15335915511296422,0.21146236846049293,-1.6156886560998232,-1.637684352443588,-1.185583976494653,-1.201134226810414,-1.2346225835524685,-0.4082622854498683,-0.41466539353995624,-0.30148213471283775,-0.30362692183391254,-0.4770063698451945,119,119,1992.0,48148.0,3605.24148259079,5047.937063664022,0.7142009571676279,97058,0.7142009571676279,91747.29151817533,73640.92302209549,127366.82822523164,36475.702066999285,2553462.7334283674,2319555.2993585174,122297.10620099785,0.0,370127.9294369209,41918.467569493936,0.0,0.0,20418.014967925872,2800084.223093371,1034360.8909479685,2379872.1489665,0.0,1393782.1667854595,0.0,86729.5509622238,18094.137562366355,0.0,,0.0,837439.8004276549,2205,2620025.0035637915,118078.9629365645,73255.64861012116,0.0,272685.6094084105,1918226.2580185318,9287.86528866714,Teller County,Teller,419727.42337847466,736150.851746258,1785133.8239486814,1.0,4736623.2466143975,1,1211174.3264433357,562038.9237348539,0.0,2082,607169.5402708481,3191163.741981468,316191.0406272273,60010,16424.615110477545,4880711.290092658,1.5288667141838914,0.0,7011.382751247325,328464.78260869556,10436955.395580897,0.0,3.0,1785133.8239486814,141748877.4055595,2137682.8439059155,1619818.9950106912
8,4243419913,15352633,,H1,099,00198165,,A,08099,+37.9581814,-102.3921613,06,,G4020,Prowers,Prowers County,08,8,1431,Prowers,1992,11058711.853171773,5204944.169636494,13553103.763364218,4207621.603706343,13066,3.0,846.3731710677922,1037.2802512906949,398.3578883848533,322.0282874411712,3610.821980713302,-0.5036788592168119,-0.5133575439422714,-0.40851422536432325,-0.4550153091323279,-0.599763346852429,0.1807387058175434,0.17812645226005472,0.1710624392124339,0.15817606433823003,0.2356254333013464,0.8220213651704825,0.8336741503726369,0.6030298727046484,0.6850472043339151,0.9512368698261342,-0.4445148561585909,-0.45162254978610294,-0.32831673923748345,-0.32904656394415216,-0.5767521788840901,099,99,1992.0,47179.0,3610.821980713302,5047.937063664022,0.7153064579003294,97058,0.7153064579003294,76464.73984319315,31991.53599429793,582152.694226657,100133.12544547397,3437344.9180327863,3899788.8774055587,191455.39201710615,0.0,446834.2302209551,39590.00356379187,0.0,0.0,19976.172487526725,2518899.6436208123,1733063.681397006,888649.1910192444,0.0,987365.05702067,4105007.1275837487,175387.00285103347,37140.759087669285,0.0,,0.0,102614.47612259444,2206,3125104.4689950105,221382.95794725587,39435.588025659286,0.0,170341.74269422665,812167.6336421951,360769.7362794012,Prowers County,Prowers,36891.5538132573,506145.085531005,1454357.3948681394,1.0,4713589.340698503,1,1479704.476122594,681.8745545260156,0.0,1732,633351.3827512473,2905906.261582324,290837.84390591586,50014,0.0,4641709.672131147,1.5288667141838914,0.0,10562.940128296506,268276.35780470417,8971029.066286527,0.0,3.0,1454357.3948681394,316492.2273699216,2760636.4041339983,1374952.6443335707
9,1419419287,3530746,,H1,115,00198173,,A,08115,+40.8715679,-102.3553579,06,,G4020,Sedgwick,Sedgwick County,08,9,333,Sedgwick,1992,3679104.6115466855,1568987.2344975052,3824470.7875980036,27519.600855310047,2619,3.0,1404.77457485555,1460.2790330652936,599.0787455126023,10.507675011573138,16090.49255441008,-0.050518754572435515,-0.051275967992890824,-0.03423209196724352,-0.03329847601292162,-0.023461382897079757,0.10197778840638289,0.09972715403751972,0.09935240416837202,0.09054607548434476,0.12333102925656286,-1.3470324530474045,-1.3653198029464617,-0.8742381128520645,-0.8739113809091135,-1.0801856966144852,-0.42777015088667014,-0.43455240339559725,-0.33193497895174356,-0.3313811543532009,-0.4803221236138134,115,115,1992.0,5749.0,2195.1126384116073,5047.937063664022,0.43485340857603616,97058,0.43485340857603616,88688.02922309336,8878.129009265858,0.0,151753.78118317891,671206.1225944404,1068561.6393442622,21868.909479686383,0.0,252963.22879543828,0.0,0.0,0.0,4004.1019244476124,642260.0890947968,595834.5224518889,267031.8602993585,0.0,542093.3285816108,0.0,124527.72273699215,20875.146115466854,0.0,,0.0,27519.600855310047,2209,466101.00855310046,0.0,10301.503920171059,0.0,77946.21168923736,259569.4618674269,0.0,Sedgwick County,Sedgwick,7462.398431931573,222904.1803278688,751456.3364219528,1.0,1633782.1347113324,1,278992.18460441905,0.0,0.0,2012,253431.06200997854,1222035.395580898,111879.40841054881,58009,0.0,3136852.2808268,1.5288667141838914,0.0,4944.354953670705,106178.26443335706,2604155.3670705627,55821.98146828225,3.0,695634.3549536706,51701685.67355666,370473.4533143264,632296.4647184603
