,occ_hu,own_occ,own_hh1,own_hh2,own_hh3,own_hh4,own_hh5,own_hh6,own_hh7,rent_occ,ren_hh1,ren_hh2,ren_hh3,ren_hh4,ren_hh5,ren_hh6,ren_hh7,occ_hu2,own_mort,own_clear,rent_occ2,tot_pop,NAME,state,county,tract,cty_name
92,1737,363,94,130,46,33,40,10,10,1374,552,320,193,151,86,58,14,1737,253,110,1374,4328,Census Tract 52.01,08,041,005201,El Paso County
93,1281,594,337,176,37,29,9,3,3,687,267,202,124,60,25,7,2,1281,391,203,687,2466,Census Tract 52.02,08,041,005202,El Paso County
94,1636,904,233,313,162,100,57,18,21,732,201,175,132,101,68,30,25,1636,774,130,732,4478,Census Tract 53,08,041,005300,El Paso County
95,2007,935,187,303,140,135,89,51,30,1072,352,221,198,138,94,40,29,2007,719,216,1072,5615,Census Tract 54,08,041,005400,El Paso County
96,1715,1097,185,428,219,166,60,29,10,618,210,191,89,70,39,13,6,1715,923,174,618,4366,Census Tract 55.01,08,041,005501,El Paso County
97,1775,724,150,256,135,101,41,24,17,1051,441,234,157,127,61,17,14,1775,598,126,1051,4369,Census Tract 55.02,08,041,005502,El Paso County
98,1967,1416,359,579,228,138,78,21,13,551,134,150,111,90,36,19,11,1967,1126,290,551,4881,Census Tract 56.01,08,041,005601,El Paso County
99,1278,978,288,405,130,96,32,17,10,300,74,67,50,62,30,13,4,1278,811,167,300,3076,Census Tract 56.02,08,041,005602,El Paso County
100,2403,1536,333,694,217,180,68,31,13,867,373,199,138,92,36,22,7,2403,1083,453,867,5636,Census Tract 57,08,041,005700,El Paso County
101,1192,979,256,430,125,106,36,16,10,213,43,54,39,35,27,6,9,1192,680,299,213,2933,Census Tract 58,08,041,005800,El Paso County
102,2674,1848,423,813,274,204,83,35,16,826,256,248,103,102,73,28,16,2674,1345,503,826,6573,Census Tract 59,08,041,005900,El Paso County
103,2452,1240,315,478,215,104,85,23,20,1212,441,274,178,138,90,49,42,2452,814,426,1212,6188,Census Tract 60,08,041,006000,El Paso County
104,1517,340,69,115,66,42,29,8,11,1177,340,222,185,191,128,58,53,1517,273,67,1177,4454,Census Tract 61,08,041,006100,El Paso County
105,1911,989,329,327,128,87,62,34,22,922,327,244,124,115,64,35,13,1911,652,337,922,4669,Census Tract 62,08,041,006200,El Paso County
106,1567,1270,203,413,270,202,118,45,19,297,29,70,61,70,48,10,9,1567,1171,99,297,4664,Census Tract 63.01,08,041,006301,El Paso County
107,2052,466,86,140,95,77,37,23,8,1586,566,422,282,179,80,34,23,2052,439,27,1586,5106,Census Tract 63.02,08,041,006302,El Paso County
108,2429,1336,295,420,249,194,91,48,39,1093,234,253,255,171,95,47,38,2429,1167,169,1093,6932,Census Tract 64,08,041,006400,El Paso County
109,1111,847,187,265,141,120,80,31,23,264,37,50,54,54,36,14,19,1111,658,189,264,3299,Census Tract 65.01,08,041,006501,El Paso County
110,2115,1599,285,515,294,276,141,54,34,516,59,99,130,109,73,30,16,2115,1372,227,516,6349,Census Tract 65.02,08,041,006502,El Paso County
111,1166,841,230,380,107,84,22,13,5,325,135,115,37,18,14,5,1,1166,529,312,325,2539,Census Tract 66,08,041,006600,El Paso County
112,2829,1563,442,694,236,139,31,15,6,1266,674,354,135,64,23,10,6,2829,1068,495,1266,5728,Census Tract 67,08,041,006700,El Paso County
113,1702,993,241,353,184,142,45,14,14,709,281,205,101,68,37,14,3,1702,879,114,709,4032,Census Tract 68.01,08,041,006801,El Paso County
114,1367,1084,193,354,205,205,92,24,11,283,50,71,67,58,27,4,6,1367,953,131,283,3849,Census Tract 68.02,08,041,006802,El Paso County
115,1707,1439,164,366,314,374,147,55,19,268,16,46,76,69,41,12,8,1707,1333,106,268,5494,Census Tract 69.01,08,041,006901,El Paso County
116,1690,1094,160,332,226,228,95,37,16,596,138,154,118,98,57,24,7,1690,985,109,596,4910,Census Tract 69.02,08,041,006902,El Paso County
117,1521,1128,71,383,237,256,117,39,25,393,156,117,45,44,23,7,1,1521,974,154,393,4455,Census Tract 70,08,041,007000,El Paso County
118,1479,1048,75,240,202,329,141,44,17,431,167,123,46,57,21,12,5,1479,999,49,431,4565,Census Tract 71.01,08,041,007101,El Paso County
119,2843,2512,181,722,505,651,310,106,37,331,37,40,65,87,55,30,17,2843,2281,231,331,9449,Census Tract 71.02,08,041,007102,El Paso County
120,2371,1416,110,426,249,360,184,57,30,955,471,262,88,75,36,15,8,2371,1320,96,955,6559,Census Tract 72.01,08,041,007201,El Paso County
121,3164,2624,289,998,429,520,248,92,48,540,148,137,77,90,50,25,13,3164,2184,440,540,9317,Census Tract 72.02,08,041,007202,El Paso County
122,3100,2724,273,1034,462,586,246,92,31,376,86,88,63,71,30,23,15,3100,2359,365,376,9227,Census Tract 73,08,041,007300,El Paso County
123,2770,2645,233,1152,431,517,191,78,43,125,17,27,15,33,14,12,7,2770,2163,482,125,8095,Census Tract 74,08,041,007400,El Paso County
124,2713,2463,291,1053,405,422,162,83,47,250,56,58,50,45,29,7,5,2713,1995,468,250,7717,Census Tract 75,08,041,007500,El Paso County
125,2117,1978,203,802,357,322,192,60,42,139,27,31,18,22,23,7,11,2117,1727,251,139,6301,Census Tract 76.01,08,041,007601,El Paso County
126,1271,1167,153,529,188,182,70,26,19,104,22,22,19,22,11,4,4,1271,910,257,104,3484,Census Tract 76.02,08,041,007602,El Paso County
127,2557,1410,379,720,152,96,37,14,12,1147,479,359,153,93,39,14,10,2557,1024,386,1147,5413,Census Tract 77,08,041,007700,El Paso County
128,1629,990,194,464,152,106,47,15,12,639,329,189,65,33,15,6,2,1629,788,202,639,4470,Census Tract 78,08,041,007800,El Paso County
129,1128,1004,397,425,76,72,20,9,5,124,56,38,15,5,4,5,1,1128,624,380,124,2216,Census Tract 79,08,041,007900,El Paso County
130,1873,865,231,372,136,76,39,7,4,1008,421,334,123,89,28,10,3,1873,652,213,1008,3995,Census Tract 80,08,041,008000,El Paso County
1,1764,1476,295,690,211,153,75,33,19,288,81,86,51,36,24,4,6,1764,1025,451,288,4385,Census Tract 9781,08,043,978100,Fremont County
2,1676,1141,292,486,155,119,54,20,15,535,209,148,74,61,22,12,9,1676,762,379,535,3944,Census Tract 9782,08,043,978200,Fremont County
3,2354,1790,491,762,238,179,81,29,10,564,183,166,81,66,39,17,12,2354,1044,746,564,5626,Census Tract 9783,08,043,978300,Fremont County
4,897,619,178,288,63,53,26,5,6,278,111,76,46,25,15,4,1,897,371,248,278,2150,Census Tract 9784,08,043,978400,Fremont County
5,2437,1571,417,644,213,167,87,29,14,866,409,195,114,85,39,18,6,2437,1064,507,866,5902,Census Tract 9785,08,043,978500,Fremont County
6,1469,832,274,329,112,58,40,11,8,637,311,159,81,53,21,7,5,1469,620,212,637,3101,Census Tract 9786,08,043,978600,Fremont County
7,1145,821,272,342,87,75,29,14,2,324,124,89,55,31,18,3,4,1145,515,306,324,2490,Census Tract 9788,08,043,978800,Fremont County
8,1649,1442,355,803,148,85,32,15,4,207,81,74,25,15,9,2,1,1649,888,554,207,3462,Census Tract 9790,08,043,979000,Fremont County
9,1450,1182,305,551,140,113,51,17,5,268,104,64,40,25,20,11,4,1450,654,528,268,3342,Census Tract 9791,08,043,979100,Fremont County
10,715,651,81,391,75,69,22,7,6,64,15,14,10,12,8,3,2,715,463,188,64,1754,Census Tract 9792,08,043,979200,Fremont County
11,1026,896,196,391,136,77,54,27,15,130,30,31,24,17,15,11,2,1026,614,282,130,2722,Census Tract 9794,08,043,979400,Fremont County
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Census Tract 9801,08,043,980100,Fremont County
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085,Census Tract 9802,08,043,980200,Fremont County
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916,Census Tract 9803,08,043,980300,Fremont County
1,1425,893,171,396,124,115,50,25,12,532,132,111,99,85,48,38,19,1425,634,259,532,3912,Census Tract 9516,08,045,951600,Garfield County
2,1549,1007,224,370,152,152,73,21,15,542,150,136,103,80,39,16,18,1549,811,196,542,4136,Census Tract 9517.01,08,045,951701,Garfield County
3,1492,618,173,233,91,79,22,13,7,874,413,212,96,80,46,13,14,1492,449,169,874,3526,Census Tract 9517.02,08,045,951702,Garfield County
4,1291,1015,140,452,149,163,69,23,19,276,72,71,51,42,20,11,9,1291,778,237,276,3564,Census Tract 9518.02,08,045,951802,Garfield County
5,2024,1152,221,487,167,170,59,21,27,872,225,215,138,134,65,41,54,2024,946,206,872,5934,Census Tract 9518.03,08,045,951803,Garfield County
6,1573,1135,240,457,177,165,60,19,17,438,147,101,57,55,33,21,24,1573,861,274,438,4202,Census Tract 9518.04,08,045,951804,Garfield County
7,1686,1300,200,501,221,213,100,32,33,386,103,97,81,42,33,19,11,1686,1062,238,386,4741,Census Tract 9519.01,08,045,951901,Garfield County
8,2519,1899,311,716,345,304,131,51,41,620,111,164,139,113,59,24,10,2519,1529,370,620,7097,Census Tract 9519.02,08,045,951902,Garfield County
9,1751,1118,177,347,202,192,128,37,35,633,164,155,126,92,47,30,19,1751,886,232,633,5161,Census Tract 9520.01,08,045,952001,Garfield County
10,2790,1752,299,634,286,286,150,53,44,1038,342,243,158,128,94,45,28,2790,1401,351,1038,8075,Census Tract 9520.02,08,045,952002,Garfield County
11,2259,1528,323,626,217,207,94,41,20,731,196,180,115,102,66,48,24,2259,1156,372,731,6041,Census Tract 9521,08,045,952100,Garfield County
1,2460,1894,487,879,261,180,55,25,7,566,226,191,80,42,16,8,3,2460,1524,370,566,5441,Census Tract 138,08,047,013800,Gilpin County
1,1240,868,227,347,109,125,42,12,6,372,158,98,47,33,20,9,7,1240,596,272,372,2911,Census Tract 1,08,049,000100,Grand County
2,2159,1548,364,801,182,135,53,9,4,611,249,156,83,66,30,15,12,2159,1069,479,611,4817,Census Tract 2.01,08,049,000201,Grand County
3,3070,2041,507,917,269,246,75,16,11,1029,394,329,163,85,37,9,12,3070,1510,531,1029,7115,Census Tract 2.02,08,049,000202,Grand County
1,1628,1274,306,571,181,136,56,14,10,354,123,123,42,42,21,2,1,1628,858,416,354,3794,Census Tract 9636,08,051,963600,Gunnison County
2,2446,1032,294,400,159,128,39,8,4,1414,559,449,188,137,54,22,5,2446,716,316,1414,6124,Census Tract 9637,08,051,963700,Gunnison County
3,2052,1286,315,536,201,199,27,3,5,766,288,299,110,45,19,4,1,2052,995,291,766,4501,Census Tract 9638,08,051,963800,Gunnison County
4,390,308,69,166,29,26,11,5,2,82,35,28,10,7,0,2,0,390,201,107,82,905,Census Tract 9639,08,051,963900,Gunnison County
1,362,251,61,131,29,25,5,0,0,111,40,38,10,16,2,4,1,362,158,93,111,843,Census Tract 9731,08,053,973100,Hinsdale County
1,1511,960,366,366,99,67,37,18,7,551,248,126,69,61,30,13,4,1511,488,472,551,3273,Census Tract 9606,08,055,960600,Huerfano County
2,1626,1278,376,669,114,72,34,10,3,348,169,84,38,28,14,10,5,1626,727,551,348,3438,Census Tract 9609,08,055,960900,Huerfano County
1,649,430,130,212,32,35,11,8,2,219,86,59,32,30,9,2,1,649,181,249,219,1394,Census Tract 9556,08,057,955600,Jackson County
1,1410,1333,253,587,208,201,57,19,8,77,16,18,13,20,9,1,0,1410,879,454,77,3541,Census Tract 98.06,08,059,009806,Jefferson County
2,762,531,153,211,76,62,23,4,2,231,133,49,28,15,4,2,0,762,367,164,231,1611,Census Tract 98.07,08,059,009807,Jefferson County
3,2468,1798,356,817,273,256,71,16,9,670,295,196,93,54,22,6,4,2468,1396,402,670,5714,Census Tract 98.08,08,059,009808,Jefferson County
4,1856,1668,278,623,314,319,100,27,7,188,46,49,39,37,12,5,0,1856,1390,278,188,4956,Census Tract 98.15,08,059,009815,Jefferson County
5,1680,1466,272,528,299,237,83,29,18,214,15,54,46,46,24,19,10,1680,1316,150,214,4659,Census Tract 98.23,08,059,009823,Jefferson County
6,1796,1538,251,542,323,275,98,36,13,258,32,64,58,60,26,11,7,1796,1415,123,258,5028,Census Tract 98.24,08,059,009824,Jefferson County
7,2387,1570,232,511,343,333,97,39,15,817,307,289,104,77,25,11,4,2387,1426,144,817,6180,Census Tract 98.27,08,059,009827,Jefferson County
8,2115,1671,343,613,302,269,101,27,16,444,175,152,46,38,20,6,7,2115,1428,243,444,5344,Census Tract 98.28,08,059,009828,Jefferson County
9,657,605,84,199,145,129,36,11,1,52,6,12,10,12,11,0,1,657,560,45,52,1857,Census Tract 98.29,08,059,009829,Jefferson County
10,972,782,338,248,92,72,19,11,2,190,47,62,39,30,10,2,0,972,653,129,190,2046,Census Tract 98.30,08,059,009830,Jefferson County
11,1217,5,3,1,1,0,0,0,0,1212,551,447,141,56,13,3,1,1217,5,0,1212,2190,Census Tract 98.31,08,059,009831,Jefferson County
12,942,771,176,277,133,107,49,17,12,171,36,54,31,21,16,8,5,942,620,151,171,2501,Census Tract 98.32,08,059,009832,Jefferson County
13,2325,1555,433,579,259,179,62,30,13,770,247,216,138,98,43,21,7,2325,1216,339,770,5555,Census Tract 98.33,08,059,009833,Jefferson County
14,1992,1469,553,492,214,124,58,16,12,523,180,172,89,58,16,7,1,1992,1173,296,523,4307,Census Tract 98.34,08,059,009834,Jefferson County
15,1397,1300,246,538,229,188,69,22,8,97,11,42,18,13,9,1,3,1397,1021,279,97,3575,Census Tract 98.35,08,059,009835,Jefferson County
16,1372,1283,142,541,253,227,76,28,16,89,28,24,18,6,7,2,4,1372,1005,278,89,3796,Census Tract 98.36,08,059,009836,Jefferson County
17,933,897,68,369,163,194,66,27,10,36,5,13,9,5,2,1,1,933,698,199,36,2750,Census Tract 98.37,08,059,009837,Jefferson County
18,1578,1525,209,610,262,300,98,37,9,53,8,17,4,16,4,2,2,1578,1281,244,53,4360,Census Tract 98.38,08,059,009838,Jefferson County
19,831,788,91,261,165,184,69,14,4,43,1,6,8,13,9,3,3,831,665,123,43,2484,Census Tract 98.39,08,059,009839,Jefferson County
20,1505,1105,236,440,193,152,53,19,12,400,251,55,35,24,19,11,5,1505,871,234,400,3685,Census Tract 98.40,08,059,009840,Jefferson County
21,836,758,126,341,108,102,59,13,9,78,15,24,15,11,9,2,2,836,566,192,78,2201,Census Tract 98.41,08,059,009841,Jefferson County
22,1055,990,134,386,163,195,79,25,8,65,18,16,16,12,2,1,0,1055,806,184,65,2942,Census Tract 98.42,08,059,009842,Jefferson County
23,2978,2345,424,898,402,457,125,32,7,633,291,196,65,41,34,6,0,2978,1875,470,633,7375,Census Tract 98.43,08,059,009843,Jefferson County
24,1724,1578,302,806,206,195,53,14,2,146,47,51,21,18,4,5,0,1724,1183,395,146,4010,Census Tract 98.45,08,059,009845,Jefferson County
25,1857,1596,269,658,227,291,117,27,7,261,116,66,34,28,7,10,0,1857,1175,421,261,4786,Census Tract 98.46,08,059,009846,Jefferson County
26,1282,1044,199,436,155,164,69,17,4,238,60,74,52,32,13,5,2,1282,829,215,238,3269,Census Tract 98.47,08,059,009847,Jefferson County
27,1030,784,115,360,109,134,52,11,3,246,175,42,17,8,2,2,0,1030,601,183,246,2519,Census Tract 98.48,08,059,009848,Jefferson County
28,2313,1576,384,627,249,219,72,16,9,737,218,231,162,95,21,9,1,2313,1045,531,737,5718,Census Tract 98.49,08,059,009849,Jefferson County
29,1046,922,159,446,133,129,39,15,1,124,44,39,12,18,10,1,0,1046,646,276,124,2553,Census Tract 98.50,08,059,009850,Jefferson County
30,1505,1399,306,543,201,233,85,19,12,106,19,28,25,19,7,7,1,1505,1098,301,106,3908,Census Tract 98.51,08,059,009851,Jefferson County
31,1396,1275,218,579,212,177,64,16,9,121,34,41,21,13,4,3,5,1396,947,328,121,3528,Census Tract 98.52,08,059,009852,Jefferson County
32,1113,581,133,261,99,59,24,2,3,532,246,145,67,51,14,7,2,1113,415,166,532,2451,Census Tract 99,08,059,009900,Jefferson County
33,1253,436,122,195,66,43,7,3,0,817,394,253,99,49,10,8,4,1253,283,153,817,4535,Census Tract 100,08,059,010000,Jefferson County
34,1986,831,297,282,125,75,39,6,7,1155,496,340,148,108,47,11,5,1986,530,301,1155,4360,Census Tract 101,08,059,010100,Jefferson County
35,904,808,117,362,134,132,40,11,12,96,56,16,6,9,2,5,2,904,557,251,96,2326,Census Tract 102.05,08,059,010205,Jefferson County
36,1600,1239,250,498,236,170,57,15,13,361,136,106,55,32,25,3,4,1600,976,263,361,3942,Census Tract 102.06,08,059,010206,Jefferson County
37,2120,1728,351,677,306,224,114,35,21,392,75,91,75,73,43,17,18,2120,1339,389,392,5707,Census Tract 102.08,08,059,010208,Jefferson County
38,2436,1751,435,640,297,232,82,37,28,685,216,185,113,84,56,13,18,2436,1501,250,685,6152,Census Tract 102.09,08,059,010209,Jefferson County
39,1386,1087,182,506,196,129,48,13,13,299,120,69,31,42,22,8,7,1386,762,325,299,3460,Census Tract 102.10,08,059,010210,Jefferson County
40,1381,726,162,311,107,84,41,13,8,655,414,87,75,39,25,10,5,1381,507,219,655,3093,Census Tract 102.11,08,059,010211,Jefferson County
41,1731,1090,266,406,186,148,52,19,13,641,177,171,109,103,44,24,13,1731,830,260,641,4481,Census Tract 102.12,08,059,010212,Jefferson County
42,1832,1328,333,486,203,154,79,41,32,504,199,90,80,52,39,27,17,1832,1015,313,504,4786,Census Tract 102.13,08,059,010213,Jefferson County
43,2182,1586,350,670,244,203,64,37,18,596,199,172,110,62,37,9,7,2182,1127,459,596,5333,Census Tract 103.03,08,059,010303,Jefferson County
44,1114,823,171,323,147,99,51,20,12,291,129,54,31,37,29,7,4,1114,556,267,291,2819,Census Tract 103.04,08,059,010304,Jefferson County
45,1573,899,290,317,147,96,32,10,7,674,245,170,114,82,43,12,8,1573,690,209,674,3641,Census Tract 103.05,08,059,010305,Jefferson County
46,1083,776,160,331,144,88,39,12,2,307,75,87,61,43,20,12,9,1083,540,236,307,2750,Census Tract 103.06,08,059,010306,Jefferson County
47,1999,850,226,301,129,116,54,16,8,1149,486,332,146,105,43,25,12,1999,651,199,1149,4579,Census Tract 103.07,08,059,010307,Jefferson County
48,2271,1651,465,585,253,229,81,27,11,620,211,190,95,78,28,14,4,2271,1330,321,620,5426,Census Tract 103.08,08,059,010308,Jefferson County
49,2408,1032,448,371,105,75,23,4,6,1376,552,417,208,124,53,16,6,2408,838,194,1376,5080,Census Tract 104.02,08,059,010402,Jefferson County
50,2481,905,367,317,117,66,23,8,7,1576,628,452,239,156,63,21,17,2481,721,184,1576,5279,Census Tract 104.03,08,059,010403,Jefferson County
51,1441,196,110,64,14,5,3,0,0,1245,670,362,119,57,23,6,8,1441,173,23,1245,2514,Census Tract 104.05,08,059,010405,Jefferson County
52,941,584,184,192,86,63,33,17,9,357,104,98,51,51,26,12,15,941,403,181,357,2428,Census Tract 104.06,08,059,010406,Jefferson County
53,2258,1508,428,661,214,136,44,17,8,750,282,220,101,72,52,14,9,2258,988,520,750,5100,Census Tract 105.02,08,059,010502,Jefferson County
54,1977,1296,317,573,186,134,60,23,3,681,285,200,91,69,31,3,2,1977,881,415,681,4462,Census Tract 105.03,08,059,010503,Jefferson County
55,1256,1090,246,490,160,140,43,7,4,166,114,19,14,10,7,0,2,1256,676,414,166,2835,Census Tract 105.04,08,059,010504,Jefferson County
56,1510,875,340,328,103,58,30,9,7,635,299,171,88,50,16,10,1,1510,637,238,635,3137,Census Tract 106.03,08,059,010603,Jefferson County
57,1043,652,217,245,89,58,26,8,9,391,162,111,44,44,21,4,5,1043,487,165,391,2310,Census Tract 106.04,08,059,010604,Jefferson County
58,1974,1020,341,406,156,79,19,10,9,954,563,224,84,45,19,10,9,1974,700,320,954,3905,Census Tract 107.01,08,059,010701,Jefferson County
59,2258,882,326,328,115,75,20,11,7,1376,565,348,207,143,62,30,21,2258,676,206,1376,5060,Census Tract 107.02,08,059,010702,Jefferson County
60,1092,912,250,396,128,105,23,7,3,180,54,40,44,19,17,3,3,1092,565,347,180,2497,Census Tract 108.01,08,059,010801,Jefferson County
61,2009,1261,295,564,203,129,46,15,9,748,244,207,130,90,42,20,15,2009,943,318,748,4793,Census Tract 109.01,08,059,010901,Jefferson County
62,1077,336,109,105,63,34,16,4,5,741,353,200,79,59,27,13,10,1077,260,76,741,2310,Census Tract 109.02,08,059,010902,Jefferson County
63,2279,1246,380,501,172,120,40,24,9,1033,387,283,160,107,56,25,15,2279,898,348,1033,5500,Census Tract 110,08,059,011000,Jefferson County
64,2676,1181,366,473,160,118,37,14,13,1495,581,405,221,153,96,22,17,2676,840,341,1495,6135,Census Tract 111,08,059,011100,Jefferson County
65,1706,1328,363,547,182,155,47,22,12,378,116,96,66,50,31,14,5,1706,918,410,378,4567,Census Tract 112.02,08,059,011202,Jefferson County
66,1439,879,300,351,131,55,26,7,9,560,230,156,71,52,29,17,5,1439,701,178,560,3115,Census Tract 113,08,059,011300,Jefferson County
67,1122,387,150,113,46,35,18,14,11,735,289,175,121,73,44,17,16,1122,285,102,735,2822,Census Tract 114.01,08,059,011401,Jefferson County
68,1774,500,241,158,56,29,12,0,4,1274,581,331,167,118,56,14,7,1774,391,109,1274,3839,Census Tract 114.02,08,059,011402,Jefferson County
69,2692,980,357,355,121,81,37,19,10,1712,727,385,233,193,102,41,31,2692,754,226,1712,6198,Census Tract 115.50,08,059,011550,Jefferson County
70,1341,685,190,254,102,77,29,18,15,656,120,153,122,131,69,36,25,1341,508,177,656,4021,Census Tract 116.01,08,059,011601,Jefferson County
71,1512,903,278,338,111,78,52,27,19,609,142,133,123,98,69,23,21,1512,673,230,609,4006,Census Tract 116.02,08,059,011602,Jefferson County
72,1948,1499,435,612,197,166,67,13,9,449,192,117,66,41,21,7,5,1948,1078,421,449,4376,Census Tract 117.01,08,059,011701,Jefferson County
73,2199,1759,455,707,258,208,79,31,21,440,172,103,67,46,38,4,10,2199,1271,488,440,5382,Census Tract 117.02,08,059,011702,Jefferson County
74,1607,1369,300,589,225,142,78,25,10,238,41,62,50,42,26,10,7,1607,953,416,238,4074,Census Tract 117.08,08,059,011708,Jefferson County
75,1464,954,266,382,147,100,41,9,9,510,177,145,101,56,19,9,3,1464,729,225,510,3362,Census Tract 117.09,08,059,011709,Jefferson County
76,1804,1104,298,422,179,142,34,16,13,700,330,227,67,54,15,6,1,1804,812,292,700,3937,Census Tract 117.10,08,059,011710,Jefferson County
77,1781,1213,324,504,166,143,55,15,6,568,242,167,66,57,23,9,4,1781,856,357,568,4017,Census Tract 117.11,08,059,011711,Jefferson County
78,1760,1591,401,705,236,172,54,15,8,169,43,58,31,23,9,2,3,1760,1122,469,169,4061,Census Tract 117.12,08,059,011712,Jefferson County
79,2037,1725,280,748,307,262,92,26,10,312,102,97,54,31,16,8,4,2037,1299,426,312,5177,Census Tract 117.20,08,059,011720,Jefferson County
80,1206,829,161,356,146,118,33,12,3,377,218,96,38,17,4,1,3,1206,596,233,377,2686,Census Tract 117.21,08,059,011721,Jefferson County
81,1576,614,214,226,87,57,18,10,2,962,495,272,105,63,19,7,1,1576,480,134,962,3110,Census Tract 117.23,08,059,011723,Jefferson County
82,1506,1438,178,507,265,339,118,26,5,68,10,17,18,10,7,4,2,1506,1210,228,68,4340,Census Tract 117.24,08,059,011724,Jefferson County
83,685,618,123,254,107,101,25,6,2,67,6,11,15,20,11,3,1,685,476,142,67,1776,Census Tract 117.25,08,059,011725,Jefferson County
84,2150,2009,295,846,349,365,105,37,12,141,33,33,29,19,15,7,5,2150,1584,425,141,5754,Census Tract 117.26,08,059,011726,Jefferson County
85,1499,1340,301,577,215,174,48,17,8,159,38,47,33,20,12,3,6,1499,914,426,159,3641,Census Tract 117.27,08,059,011727,Jefferson County
86,1091,933,219,442,112,102,43,8,7,158,46,45,26,24,14,2,1,1091,643,290,158,2566,Census Tract 117.28,08,059,011728,Jefferson County
87,1997,813,405,244,90,57,11,4,2,1184,515,386,167,74,35,6,1,1997,697,116,1184,3871,Census Tract 117.29,08,059,011729,Jefferson County
88,1610,928,339,305,132,99,40,9,4,682,229,188,138,82,32,9,4,1610,789,139,682,3618,Census Tract 117.30,08,059,011730,Jefferson County
89,2009,795,219,308,117,99,35,9,8,1214,522,410,167,77,25,12,1,2009,677,118,1214,4227,Census Tract 117.31,08,059,011731,Jefferson County
90,2452,681,428,192,40,16,4,0,1,1771,813,588,230,91,35,9,5,2452,601,80,1771,4331,Census Tract 117.32,08,059,011732,Jefferson County
91,697,365,134,149,51,18,8,4,1,332,123,86,47,38,26,7,5,697,293,72,332,1530,Census Tract 117.33,08,059,011733,Jefferson County
92,1899,1304,346,431,199,147,98,33,50,595,149,130,106,93,59,33,25,1899,1025,279,595,5276,Census Tract 118.03,08,059,011803,Jefferson County
93,1566,1267,305,519,183,145,67,25,23,299,109,66,43,40,21,6,14,1566,864,403,299,3915,Census Tract 118.04,08,059,011804,Jefferson County
94,2438,338,184,115,20,17,2,0,0,2100,887,763,252,120,53,18,7,2438,304,34,2100,4628,Census Tract 118.05,08,059,011805,Jefferson County
95,2094,1237,410,420,185,118,53,28,23,857,421,137,132,81,48,20,18,2094,867,370,857,4829,Census Tract 118.06,08,059,011806,Jefferson County
96,971,660,263,242,77,48,20,6,4,311,118,85,63,33,8,2,2,971,546,114,311,2030,Census Tract 119.04,08,059,011904,Jefferson County
97,1357,1083,340,449,139,104,29,14,8,274,72,75,49,38,32,5,3,1357,749,334,274,3103,Census Tract 119.51,08,059,011951,Jefferson County
98,2183,1887,426,636,337,337,111,34,6,296,103,88,58,36,8,2,1,2183,1639,248,296,5518,Census Tract 120.22,08,059,012022,Jefferson County
99,1259,1147,235,412,194,193,71,27,15,112,17,30,24,25,7,6,3,1259,978,169,112,3386,Census Tract 120.23,08,059,012023,Jefferson County
100,1860,1673,254,666,305,285,108,40,15,187,69,47,24,27,14,3,3,1860,1381,292,187,4988,Census Tract 120.24,08,059,012024,Jefferson County
101,1470,1123,270,490,166,142,43,9,3,347,133,105,54,38,13,4,0,1470,878,245,347,3368,Census Tract 120.26,08,059,012026,Jefferson County
102,1219,1016,195,475,157,144,31,10,4,203,98,59,32,12,2,0,0,1219,749,267,203,2952,Census Tract 120.27,08,059,012027,Jefferson County
103,1526,1242,218,555,194,195,59,12,9,284,113,93,34,27,14,3,0,1526,997,245,284,3719,Census Tract 120.30,08,059,012030,Jefferson County
104,1481,1327,206,622,211,208,60,14,6,154,43,48,23,24,12,1,3,1481,1116,211,154,3739,Census Tract 120.31,08,059,012031,Jefferson County
105,997,901,126,415,148,147,49,15,1,96,31,26,18,9,9,1,2,997,725,176,96,2574,Census Tract 120.32,08,059,012032,Jefferson County
106,1168,1047,189,485,165,146,45,6,11,121,53,25,17,15,6,3,2,1168,851,196,121,2860,Census Tract 120.33,08,059,012033,Jefferson County
107,1301,1266,129,620,199,219,73,20,6,35,8,15,5,2,2,3,0,1301,932,334,35,3459,Census Tract 120.34,08,059,012034,Jefferson County
108,1791,1747,154,630,366,405,153,30,9,44,7,6,7,14,6,3,1,1791,1427,320,44,5294,Census Tract 120.35,08,059,012035,Jefferson County
109,1324,1267,154,488,215,283,91,26,10,57,21,23,8,4,0,1,0,1324,1096,171,57,3707,Census Tract 120.36,08,059,012036,Jefferson County
110,1385,1245,220,613,181,174,46,7,4,140,41,42,28,16,9,3,1,1385,1083,162,140,3331,Census Tract 120.37,08,059,012037,Jefferson County
111,1167,1050,179,387,204,184,69,22,5,117,27,33,19,20,5,10,3,1167,927,123,117,3160,Census Tract 120.38,08,059,012038,Jefferson County
112,1926,1592,255,561,300,284,123,53,16,334,102,91,57,48,24,8,4,1926,1437,155,334,5312,Census Tract 120.39,08,059,012039,Jefferson County
